Sample_ID	S3P1_G05	S3P1_H05	S3P1_F05	S3P1_A06
NDUFV3_32394	4.627435341	3.91781362	4.386286711	4.560546105
FV1_8669	0.737454798	0.494224252	0.322470949	0.885853287
SMNDC1_33297	4.536091795	4.226260674	4.215265107	4.352404681
POLG2_9521	5.826400867	5.669079143	5.237856751	5.746251964
ASPDH_32567	2.391223656	2.303653098	2.461651095	2.665662642
RBKS_9663	4.178348142	3.938930541	4.054210942	4.210240375
GRIN2A_33105	0	0	0	0
WDR61_10169	3.970771037	3.85254245	3.646351629	3.907667115
ZFP110_10199	3.866637811	3.736732463	3.602401576	3.398844168
CYP2E1_8421	10.93984381	10.6111063	11.66576909	11.40994062
SNRPF_9910	3.45257188	2.826051199	3.096912563	3.072026001
DECR1_8458	8.328465309	8.39543769	8.094578404	8.671150735
KCNK2_8944	0	0	0	0.052225782
SDPR_32765	2.808403013	1.707378312	1.924829551	1.967982055
DEPDC1_32321	0.084958794	0.10337572	0.059002276	0.052225782
TG_32506	0	0.10337572	0	0
LIPC_9005	6.311613524	5.737967062	6.200711029	6.102615881
AATF_32691	3.45257188	3.112912546	2.607128792	3.315826437
MYLPF_32295	0.628462882	0.375330685	0.170226612	0.600352547
CDC45_8259	0	0	0	0
GATA2_8689	0	0	0.115686032	0.102626845
TGIF1_10009	1.260098706	0.861658709	1.088899363	1.124081556
KCNC2_33330	0	0	0	0
SCN7A_32495	0.241196275	0.290250552	0.059002276	0.244055032
TWF2_10109	0.241196275	0	0.322470949	0.102626845
ATP2A1_33179	0	0	0	0
PPIA_32595	11.96132308	11.48616512	11.67866843	11.86431299
NPRL2_9354	2.650120684	1.707378312	2.172034954	2.146750433
CDCA4_8261	1.585777749	1.356126012	1.52533138	1.748141259
LOC100362453_9031	7.978671247	8.036270133	7.822081024	8.227925746
CCDC80_8213	0.933468171	0.947518517	0.273486484	0.91435065
TGFB1_33273	0.886904586	0.706124519	0.701483487	0.37284833
MYBL1_32391	0.313396542	0.199836801	0.273486484	0.244055032
IL1B_8892	1.697918583	1.269870981	1.060304685	1.099473016
KCNK1_8942	0.447785131	0.152412305	0.059002276	0.102626845
EED_8526	3.741371967	3.566266547	3.318344409	3.193267418
PARP14_9427	2.92821144	2.377695128	2.739271314	2.543273106
OLR414_32737	0	0	0	0
TNFRSF1A_32996	2.194966195	1.417593168	1.792005425	1.912554756
HOXA5_8822	0.16519148	0.05261358	0.273486484	0.052225782
RPP38_9741	1.585777749	1.948579206	1.323556045	2.205583011
CLPX_8334	5.016135241	4.662665749	4.656046795	4.905668543
PHLDA3_33006	0.084958794	0	0	0.052225782
ARID5B_8084	1.223091234	0.638890857	0.460171823	0.564840192
KIF18B_32882	0.16519148	0.290250552	0.170226612	0.151326404
RGD1307929_9686	2.287494927	1.495676312	1.826375376	1.825204224
SYTL2_32351	1.399308415	0.706124519	0.84250131	0.856781657
FAT1_8613	2.011807736	1.105279311	1.774508438	1.699846893
GRIK4_32724	0	0.05261358	0	0.052225782
LOC691603_32330	0.570715087	0.604061331	0.970954249	0.668857732
EDN1_8525	0.570715087	0.24575184	0.322470949	0.37284833
EGR2_32969	0.084958794	0	0.059002276	0
ST14_32674	0.683987853	0.290250552	0.415716035	0.37284833
H2AFZ_33045	3.799091051	3.482452948	3.461897493	3.734694596
XPNPEP1_10181	0.628462882	0.770363925	0.545173481	0.635011715
Topbp1_34126	1.826848541	1.640204437	1.52533138	1.488671564
CKMT2_33148	0	0	0	0
NOD1_32821	3.237469659	3.016878175	3.131685535	3.027064027
TXLNB_33223	0	0	0	0
GPX2_8745	0.084958794	0.05261358	0.170226612	0
SPC24_9924	1.365744944	0.738601744	1.088899363	0.996613377
TOPBP1_10060	0	0.05261358	0.115686032	0.052225782
RALGDS_9656	0	0.05261358	0.059002276	0.102626845
ALDOA_8031	5.82948195	5.133253309	5.49450511	5.64679606
ATF6_8098	5.010716519	4.905487712	4.644053349	5.101165752
ZMYM2_10211	0.241196275	0.41606031	0.322470949	0.452736243
GSTA4_8757	3.824020953	3.649752791	3.631849869	3.578747606
CAMK1G_32797	0	0	0	0
LOC100910195_9055	3.131614699	2.649426674	3.124797668	2.890295739
NR1D2_9358	3.45257188	3.458280452	3.017327314	3.288872208
PNO1_9515	3.507467809	3.191265907	3.172336124	3.665129438
DDX39A_32661	2.287494927	2.418358987	2.536222867	2.506309044
ACOX2_32902	6.380455093	6.055687495	6.414191386	6.22497488
OPN4_32609	0	0	0	0
ZMIZ1_10210	3.45257188	2.356925155	2.69345451	2.868614493
PIK3CA_9482	0.241196275	0.199836801	0.059002276	0.198435602
MAPKAPK5_9195	2.011807736	1.356126012	1.347420568	1.562551603
RASSF1_32475	1.642937481	2.093730956	1.843258095	1.912554756
NOS1_32409	0	0	0.115686032	0.244055032
CAMSAP2_8192	1.556325569	1.533188231	1.566580609	1.748141259
PPP2R5E_9550	4.088613646	3.346829271	3.679632727	3.665129438
F11R_8586	6.758121465	6.389341279	6.394997394	6.523228937
SEC11C_9799	5.409041032	5.283893314	4.9548806	5.418398574
NRAP_32376	0	0	0	0
HSPA4_8843	3.674409199	3.161631441	3.218357974	3.393793191
ORC1_9397	0	0.05261358	0.059002276	0
COL6A2_32304	0.16519148	0.333417707	0.273486484	0.528431582
NR3C1_9361	4.078289686	3.712411584	3.876996585	4.010240654
DDX21_8454	2.096093862	1.514554188	1.504255895	1.926612495
ABCB6_7940	0.570715087	0.375330685	0.503298585	0.635011715
LOC100360856_32354	0	0.10337572	0	0.198435602
NALCN_32735	0	0	0	0.052225782
ID2_8861	6.681756783	5.452453937	6.284993654	6.203485844
LOC501110_33182	3.773722772	3.744749157	3.831186935	3.626896296
FGF9_32781	0.084958794	0.05261358	0.059002276	0
TUBB4B_34097	0.789010842	0.494224252	0.84250131	0.734256932
C2_32411	4.046866994	3.610808209	4.032293665	3.838717047
LDLR_32688	0.313396542	0.10337572	0.460171823	0.151326404
KNG1L1_32433	5.974313525	4.910841452	5.145593492	5.111971036
BGN_32910	3.604186424	3.529615816	3.478202073	3.681802049
ADM_33168	0.886904586	0.494224252	0.273486484	0.668857732
SLC38A3_9873	5.818669248	4.985472144	5.670361855	5.533098142
KCNK2_32939	0.241196275	0.24575184	0.115686032	0.102626845
HIST2H3C2_32796	3.428390179	2.885270193	2.925187004	2.868614493
SGCB_9821	0.16519148	0.152412305	0	0.244055032
CDC6_32573	0.241196275	0.05261358	0.415716035	0.198435602
TRPC3_10090	0	0	0	0
DPYS_8494	6.131112672	5.593410542	6.040675435	5.940614122
CYP2D3_8420	8.117483483	8.206831762	7.902309562	8.4315682
C4B_32606	0.084958794	0.152412305	0.222780195	0.198435602
PLAU_33051	3.336085825	2.691509478	2.835221888	3.145986358
MEP1B_32655	0	0	0	0
APPBP2_8068	3.714958646	3.304067526	3.494324445	3.726682434
ARFIP2_8077	1.14610054	1.178129208	0.773714706	1.241195996
CEBPB_32843	3.817828748	2.996879644	3.70756079	3.448404528
CYP2A1_32717	3.370338228	2.408299969	3.08985625	3.097103112
CDCA3_8260	0.683987853	0.41606031	0.460171823	0.151326404
SAPCD2_9777	0	0	0	0
HBEGF_32498	0.084958794	0	0.059002276	0
RB1_9662	3.653698917	3.744749157	4.017494952	3.770208668
C1QC_8170	5.557644724	4.822701972	4.835507164	4.798907174
GAD1_32823	0	0	0	0
SRC_9938	0.084958794	0.05261358	0.115686032	0.052225782
GAMT_8681	7.844995709	7.089947281	7.61187709	7.72544959
TICAM1_10015	0.789010842	0.738601744	0.585867144	0.528431582
SLC35A1_9868	5.386206074	5.391208939	5.229854694	5.329934875
PAQR9_9424	8.673323553	8.854670076	8.184683339	8.592460418
ECD_8515	1.526259579	1.178129208	1.116938282	1.580445234
HTR2C_32686	0	0	0	0
SGK3_33138	2.456451621	1.755782649	2.117564	2.134690439
TLK2_10027	1.18510941	1.129973608	0.970954249	1.218521345
F5_33079	5.550193598	5.18277738	5.757549552	5.632930318
GSTP1_8762	1.223091234	1.002044897	0.84250131	1.074437425
SEZ6_9819	4.129186187	3.330941776	3.909422169	3.966684511
IKBKB_8889	1.989943671	1.437513713	1.645701061	1.683382706
RT1-A2_9758	3.12159497	2.588369055	1.924829551	0.244055032
SORL1_32956	0.838787874	0.831864442	0.701483487	0.996613377
SYPL1_9979	6.332395913	6.148498629	6.050703973	6.272529943
RGD1565356_32319	0.447785131	0.333417707	0.585867144	0.701927879
CHAC1_8301	0.16519148	0.199836801	0.273486484	0.151326404
AKAP8_8008	3.059969719	2.524612724	2.567038801	2.831738907
UROC1_33128	5.787321638	4.807473963	5.677439947	5.479274279
TBXA2R_9988	1.064768397	0.24575184	0.625444392	0.969710301
KNG1L1_34113	10.23618423	9.346566881	9.752508691	9.879091782
ASS1_33159	7.745337312	6.747511917	7.768676462	7.593442059
NSG1_32675	0.084958794	0.05261358	0.059002276	0.052225782
ATF6B_32767	0.789010842	0.531773458	0.585867144	0.564840192
HSD11B2_32369	0.628462882	0.604061331	0.939897245	0.734256932
CCND2_33278	0.16519148	0.05261358	0.170226612	0.151326404
SERPINF1_32761	10.26427746	10.19473119	10.27626284	10.39374751
CYP4A2_8425	2.116417847	2.505866864	1.859945533	2.58818491
IFNGR1_32668	2.704833827	2.270719346	2.757198242	2.682329127
POLR2H_32522	7.004283825	6.815217094	6.581371056	6.855857156
TTK_32727	0.241196275	0.152412305	0.059002276	0.33118181
SLC10A2_9833	1.585777749	0.8908501	1.197926551	1.195484622
GLB1_8712	0	0	0.059002276	0
CYBA_32388	1.922290173	1.690875784	1.171432425	1.544433248
SHB_9824	2.881475099	1.948579206	2.860319427	2.458730981
LRPAP1_9158	6.230025094	5.673285488	6.134530549	6.064186227
LSR_9162	4.418250818	3.903561976	4.272477647	4.331424508
SLC13A2_32360	0	0	0.115686032	0.102626845
BBOX1_8133	6.593893574	6.396355738	6.50385604	6.737243903
PTGS2_9612	0.241196275	0.152412305	0.115686032	0.198435602
FERMT3_32542	1.260098706	1.002044897	1.001356752	0.856781657
TMEM119_32949	0.313396542	0.152412305	0.059002276	0.102626845
TUBB1_33036	0.084958794	0.152412305	0	0.052225782
CRY1_8386	0.510559049	0.24575184	0.415716035	0.91435065
COASY_8346	2.340291343	1.802615538	2.14505654	2.00819833
MOK_9240	0	0	0	0
TCEAL1_9991	0.241196275	0.10337572	0.115686032	0.198435602
SEPW1_32392	1.875358457	1.495676312	2.494083524	1.488671564
PRUNE_9582	0.447785131	0.152412305	0.273486484	0.244055032
APOM_32774	6.227691553	6.036223361	6.005484988	6.156543975
VEGFA_32415	6.109729443	5.939130667	5.886327877	5.825290392
NIPSNAP1_9317	6.761351707	5.894789046	6.458693463	6.466023756
C9_8183	8.680379894	7.93699576	8.28076571	8.252025088
HSD17B2_32476	2.663994723	2.143090896	2.860319427	2.409530192
RPN1_9740	4.613203465	3.949374212	4.303308607	4.12746166
TUBB3_32820	0	0	0	0
IGHA_8883	0.683987853	0.801441871	0.625444392	0.528431582
RT1-CE10_32808	5.394551573	4.776527087	4.968409802	5.024808736
STX4_9967	1.875358457	1.569749458	1.645701061	1.507499282
PSIP1_9585	2.424206248	2.387969048	2.405922259	2.429412306
AMER1_32424	0.241196275	0.05261358	0	0.052225782
CEBPB_8281	0	0	0	0
PTPRC_9619	0.447785131	0.290250552	0.115686032	0.413345181
LYRM1_9169	2.440419021	1.877442557	1.908880062	1.912554756
ST3GAL2_9946	0.241196275	0.05261358	0.273486484	0.102626845
NOS2_32920	0	0	0	0
LOC100360552_9018	2.808403013	2.467628198	2.060955449	2.468372946
ENO3_33181	1.526259579	0.861658709	0.908156937	0.856781657
PPAP2B_32335	7.64179018	7.952004882	7.710633525	7.874531553
FYN_8670	1.826848541	0.975039294	1.461158173	1.349513056
PIP4K2B_9486	2.175726391	0.947518517	1.924829551	1.370233689
TSPAN6_10096	0.628462882	0.531773458	0.503298585	0.491080304
EIF4E_32598	5.396630427	4.772611632	4.709967638	5.104261243
BNIP3L_8155	6.394045936	6.601752491	6.245056642	6.564832233
PROC_9575	5.117925238	4.643498354	5.167543623	5.175156478
CXCL16_32294	1.989943671	1.55158466	1.299290114	1.430667678
HSD3B5_8836	7.369655624	7.393514649	7.091038892	7.330139265
RGD1305347_32873	3.792790678	3.259999497	3.698311377	3.656720317
MCCC2_9204	4.613203465	4.02373486	4.569920274	4.481808079
DPM2_8491	0.978575767	0.672899312	1.031131771	0.91435065
AIF1_32886	4.768961022	4.738894096	4.218503809	4.307451277
MYH11_32622	0	0	0	0.052225782
MGC112715_33057	3.860626223	3.119093143	3.250354485	3.133919948
PIGB_9476	1.526259579	1.356126012	1.41673324	1.794871195
BCL2L1_8137	2.136459492	1.476548138	2.060955449	2.060133436
ATP5L_33116	2.116417847	1.755782649	1.892752274	1.954323588
PINK1_34101	2.578675654	1.657293397	2.312020898	2.419505499
ACP5_32623	0.447785131	0.333417707	0.273486484	0.33118181
BUB1B_8164	0.084958794	0.290250552	0.115686032	0.052225782
CCL24_33270	2.503507345	2.281781008	2.39451343	2.097893512
ATF1_8094	2.607679601	2.19081777	2.336075409	2.552368014
EVI2B_32891	0.628462882	0.770363925	0.773714706	0.635011715
PLP2_32738	0.313396542	0.152412305	0.273486484	0.33118181
LOC299282_9119	5.46558606	4.10382977	5.059720027	4.793164161
PSMD6_9600	6.065988025	5.537977388	5.659679176	5.80069508
PARP1_9425	3.85458948	3.606415418	3.546800469	3.738684052
ACACA_32532	4.298841102	3.615187664	4.046942117	4.151601323
HIBADH_32345	4.662412665	3.980259135	4.636809131	4.491297542
CD83_32673	0.570715087	0.706124519	0.663964849	0.198435602
SMOX_9906	0	0	0.170226612	0.052225782
EIF4G1_8551	7.533070106	6.765354255	7.076387406	7.179058616
ADCY8_32323	0	0	0	0
ACADVL_7960	6.516670262	5.868432301	6.115546934	6.202764001
F10_8585	7.962974406	7.174354584	7.658527625	7.636039926
CHCHD4_8302	4.221205598	3.863628118	3.551944599	3.959865296
CPT2_8374	4.158883927	3.712411584	3.450924494	4.310134727
AKT2_32310	2.096093862	1.862784415	2.060955449	2.17057213
TGFB3_10006	1.106007531	0.199836801	0.415716035	0.452736243
ATP6V1F_8114	6.646377623	6.377144482	6.270244066	6.453941456
LOC690911_9146	1.223091234	1.201617352	1.060304685	1.124081556
FBXO11_8619	2.893301889	2.448121955	2.577166222	2.605765334
NFKBIA_9307	1.776650578	1.054585296	1.504255895	1.507499282
NPAS2_9350	3.038828787	2.691509478	2.739271314	2.477950899
DCK_8440	2.518857592	2.13090833	2.237353069	2.217067009
SLC2A3_32965	0.084958794	0.24575184	0.222780195	0.198435602
SHC1_9825	4.434530279	4.146813829	4.272477647	4.288526062
IFIT3_8868	3.460543206	2.179033255	2.312020898	1.912554756
NR1H3_32917	2.593250513	2.346426949	2.237353069	2.194006865
CREB1_8377	3.12159497	2.19081777	2.312020898	2.379183635
MYLK_9277	2.578675654	2.623574881	3.032127737	2.770704423
FAM198B_32975	0.16519148	0.10337572	0.059002276	0.052225782
CLK1_32739	4.359781028	4.078679937	4.218503809	4.106002953
NFKBIB_9308	4.216506048	3.87097152	3.770697665	4.020108035
MYCBP2_9273	2.607679601	2.623574881	1.892752274	2.468372946
VPS28_10158	4.853118662	4.143785651	4.499778779	4.669049786
GNA15_8722	0.084958794	0.152412305	0.059002276	0.052225782
RGD1559459_9690	2.783199382	2.57043864	3.646351629	3.09087458
TXNRD2_33001	0.838787874	0.947518517	0.585867144	0.668857732
COL3A1_8354	5.990920493	5.477926261	5.416276587	5.520408711
POLR1C_9522	1.14610054	0.531773458	0.585867144	0.701927879
BEX4_32358	0.447785131	0.05261358	0.369846694	0.37284833
PLIN5_9503	0	0	0	0
NARFL_9282	0.313396542	0.333417707	0.503298585	0.37284833
VPS37A_10159	2.407809205	1.690875784	2.185337303	1.994917079
FOSB_8658	0.16519148	0	0.115686032	0.052225782
PGR_32824	0	0	0	0
TXLNA_10110	2.621965804	2.15517145	2.14505654	2.368924588
SYNE2_9977	0.382155076	0.290250552	0.701483487	0.452736243
AGRN_33146	0.978575767	0.947518517	1.197926551	1.370233689
SLC5A6_9881	1.223091234	1.201617352	1.171432425	1.074437425
DBP_8439	1.670689932	0.8908501	0.908156937	0.996613377
SLC26A1_9859	5.826400867	5.823720668	5.822843232	5.984952424
GPNMB_32856	0.447785131	0.24575184	0.369846694	0.528431582
LHPP_8998	2.563952048	2.303653098	2.336075409	2.597001901
LOC100912469_9108	0	0	0	0
LCK_32705	1.223091234	1.437513713	1.274609041	1.14827737
PLCB3_9496	0.447785131	0.152412305	0.503298585	0.33118181
GSK3B_8754	1.14610054	1.080154955	1.223942891	1.099473016
PWP1_9626	2.096093862	1.587688387	1.52533138	1.967982055
BTG2_8161	1.642937481	1.201617352	1.439116697	1.562551603
PYGL_9632	6.714623606	6.129489749	6.542488141	6.440533001
INPP1_8904	2.232692755	1.605406994	1.702317959	1.967982055
SELP_32741	0	0	0.059002276	0.052225782
IER2_32643	3.646728892	3.538866157	3.856354156	4.224535154
DMGDH_8476	6.12485632	5.442630656	6.13624401	5.942344878
SLC20A1_9844	2.033345391	1.934629721	1.720707048	2.429412306
FETUB_33027	11.93432063	11.52859095	11.88258189	11.52229007
HEBP1_8792	4.454624632	3.57977403	4.417622707	4.42847006
PPARG_32510	1.464179943	0.706124519	1.393997023	1.410802976
SGK2_32380	1.106007531	0.333417707	0.84250131	0.856781657
CYP4A8_32747	3.767310386	3.352086459	3.145363395	3.849825374
PPP2R5A_9549	6.277049252	5.918902642	6.291159176	5.936278126
EMR1_8558	2.995594208	2.214101892	2.472543116	2.458730981
HGD_8799	6.926564775	6.494112389	6.821270401	6.698340278
NPM1_32887	7.827380569	7.400508894	7.484496502	7.709276636
CLEC10A_32620	0.241196275	0	0.115686032	0.102626845
ECI2_8521	7.519779784	6.849076741	6.967993851	7.209201904
LOC100911784_9090	0	0	0	0
GPR56_8744	0.241196275	0.10337572	0.115686032	0.37284833
SLC26A3_33280	0.084958794	0.375330685	0.322470949	0.413345181
ALDOA_32991	3.965178885	3.287699353	3.577393662	3.789567382
MAPK3_9190	1.064768397	0.672899312	1.001356752	0.91435065
CFD_33235	2.593250513	1.989636202	2.636481725	2.868614493
SERPINB2_32911	0	0	0	0
LOC100911668_32482	0.084958794	0.10337572	0	0.052225782
ZWINT_10214	4.791255454	4.736885956	4.439992474	4.435860589
CD44_8248	0.737454798	0.375330685	0.773714706	0.37284833
APOH_32855	12.96269965	12.27683464	12.64669949	12.79318336
PSEN2_32895	2.340291343	1.862784415	2.504734312	2.305789404
TUBB2A_10104	5.074435378	4.428918493	4.546916612	4.746377994
PIR_9487	1.776650578	1.080154955	1.626324011	1.580445234
LIG4_32329	1.464179943	1.457162939	1.249498373	1.526084454
LOC679818_32331	0.510559049	0.10337572	0.170226612	0.288276037
SPARC_33251	4.333978459	3.772461893	3.536456853	3.808669767
LYPD8_32327	0	0	0	1.732222092
MVD_9265	1.899015146	1.707378312	2.060955449	1.898358689
SERPIND1_9812	8.921437676	9.069769665	8.992456175	8.958802917
LOC100911867_9094	0.084958794	0.152412305	0.115686032	0.102626845
ITPR1_32307	0.886904586	1.22472921	1.347420568	0.91435065
PSMF1_9605	0.789010842	0.919462529	0.875702582	0.635011715
Obp3_34121	5.477419805	6.032953655	5.489151651	5.613508903
CYP19A1_32995	0	0	0	0
CHN3_8312	0	0.05261358	0.059002276	0
CERK_8293	0.447785131	0.638890857	0.625444392	0.701927879
TNFRSF21_10050	0.16519148	0	0.170226612	0.198435602
DTX3L_8500	4.338311062	3.867304491	3.617200858	3.635480542
B3GNT5_32540	0.241196275	0.152412305	0.115686032	0
MUG1_33047	14.54710307	14.64995987	14.83318608	14.57834462
DUSP22_8503	0	0	0	0.052225782
CST7_32653	0	0	0	0.151326404
PRR15L_9579	0	0	0	0.052225782
CDC20_8255	0.789010842	0.41606031	0.460171823	0.452736243
TNFAIP3_32414	1.260098706	0.531773458	0.84250131	0.600352547
TSPAN4_32769	0.933468171	0.604061331	0.808517931	0.969710301
MKNK1_9234	1.064768397	0.531773458	0.808517931	0.91435065
TNFAIP8L2_33086	0	0	0	0.198435602
SNCA_9908	0.084958794	0	0.059002276	0
MYL2_32406	0	0	0	0
IL2RG_8894	0.382155076	0.375330685	0.415716035	0.244055032
AP2M1_8054	6.147253341	5.959940084	5.804641406	5.928440341
ACTA2_33040	0.933468171	0.24575184	0.545173481	0.76587738
LOC100362572_32922	0.084958794	0.05261358	0.273486484	0.244055032
NID2_32818	0.382155076	0.152412305	0.222780195	0.288276037
STXBP1_9968	0.447785131	0.290250552	0.585867144	0.288276037
DAO_8437	8.873171985	8.48893569	8.741220418	8.834302848
FAM105A_32634	0.737454798	0.333417707	0.585867144	0.635011715
CTNNAL1_8399	3.049437977	2.505866864	2.483353522	2.755033635
WNT1_32877	0	0	0	0
CCT2_8233	2.939662731	2.428348356	2.792397346	2.579313704
TNNT1_33317	0.886904586	0.494224252	0.908156937	0.76587738
MTFR1_9260	3.387164223	2.77216237	2.917236276	2.657256637
TAX1BP3_32829	2.869550554	2.428348356	2.52580286	2.534120499
CDT1_8276	0.382155076	0.10337572	0.115686032	0.102626845
PROCR_32752	2.53404623	1.640204437	1.720707048	2.205583011
RPL3L_32300	0	0	0	0.052225782
SRPX_33152	0.447785131	0.375330685	0.273486484	0.244055032
LOC685067_9139	1.365744944	1.313643021	0.322470949	0.734256932
EEF1E1_8529	3.017373448	2.892504532	2.556839785	3.181591627
PSME2_9604	0.933468171	1.028554262	0.970954249	0.796819621
PXMP2_9629	7.401059781	7.070544343	7.286940596	7.26973172
CLDN7_8329	0.16519148	0.05261358	0	0.052225782
DPYD_8493	4.616774617	3.931925854	4.725986181	4.055721775
KLKB1_32603	7.209190081	6.442677708	7.08262137	6.715141879
APOA1_33150	12.76126827	11.89427972	12.19325655	12.37210694
CYP51_8429	6.194619353	5.74996523	5.978039495	5.482846407
FAM63A_8604	3.72160745	3.276683148	3.336344212	3.542692685
YWHAB_10191	3.842439682	3.695966859	3.770697665	3.860848823
LOC100912282_32604	0	0	0	0
SMN1_9902	2.770430507	2.418358987	2.371421489	2.690590721
RT1-A2_9757	0	0	0	0
HMOX1_8815	5.678758313	4.385994777	4.725986181	4.582909507
SDS_9798	2.663994723	2.202506804	3.152154001	2.524909456
RT1-N2_32930	1.399308415	1.622910626	1.58677122	0.734256932
VAV1_33194	2.011807736	1.376907411	1.439116697	1.615580151
DDX10_8452	3.575111453	2.748436371	2.933094155	3.127848686
SLC2A2_9863	6.784557133	6.612197194	6.643532516	6.852639549
FST_33195	0.16519148	0.10337572	0	0.102626845
CYP2B2_32473	6.815964219	7.158313795	7.116434831	7.848693434
NUP88_9383	2.951023843	2.346426949	2.96429638	2.64029625
AGXT2_32707	7.428242674	6.751495994	7.387479766	7.247504594
KCND2_34117	0.084958794	0	0	0
LOC100911626_9086	0	0	0	0.052225782
OXCT1_9403	0.933468171	0.831864442	0.701483487	0.856781657
MMRN2_32997	1.223091234	1.417593168	1.546103413	1.63283186
RAN_9657	6.571065442	6.321950776	6.132815051	6.520335012
MEX3B_33306	0	0.05261358	0	0
C3_8175	14.87489251	14.32425784	14.91750406	14.75440471
SUPV3L1_9975	3.336085825	3.276683148	3.017327314	3.261404784
CHAT_32514	0	0	0	0
IGF1R_8877	0.16519148	0.05261358	0	0.052225782
LCN2_32481	3.942590964	1.105279311	1.41673324	1.615580151
SLC10A1_9832	9.508354934	9.438245861	9.316063429	9.586030652
ST7_9952	3.444556264	3.010242753	3.06847784	3.239047994
RRS1_9755	3.327394133	3.043118827	2.636481725	3.2834204
TOP2A_10059	0.241196275	0.24575184	0.273486484	0.288276037
CYP1B1_32710	0.084958794	0.10337572	0.059002276	0.102626845
LOC100910973_9069	5.112876308	4.619720345	4.351307387	4.230213641
SMARCD2_9896	1.022315675	1.028554262	0.970954249	0.942295994
SEL1L_32748	6.308304554	6.41531453	6.241877068	6.521493279
FABP1_33091	11.91462182	11.43413136	11.72434469	11.7047444
CD86_32871	2.391223656	1.802615538	1.75679664	1.507499282
TCTN1_9996	1.331382002	0.861658709	1.223942891	1.048959698
CSF1R_33318	4.073099869	3.346829271	3.85218999	3.831263692
GNRHR_33263	0	0	0	0
PRAF2_9555	2.905032515	2.179033255	2.52580286	2.00819833
NCK1_9286	1.776650578	1.73982764	1.859945533	1.940534574
ITGB5_8928	3.953929131	3.208758732	3.805572875	4.023382222
DDX42_8455	2.563952048	2.13090833	2.14505654	2.284115064
CCL2_8218	0.241196275	0.41606031	0.222780195	0.102626845
AKT1_8016	3.327394133	2.956031208	3.250354485	3.227738323
SERPINA4_9811	10.46124327	10.03669	10.1781035	10.46722989
DAPK1_32687	0.16519148	0.05261358	0.115686032	0.102626845
FBXL12_8618	0.737454798	0.638890857	0.460171823	0.734256932
PLK1_9504	0.789010842	0.455671573	0.273486484	0.244055032
SRXN1_9943	1.331382002	1.514554188	1.171432425	1.263519779
RTN2_9765	0	0.05261358	0	0
ATP1B4_32428	0	0	0	0
CP_8366	10.56591992	10.26059805	10.43298857	10.63473963
GRB7_8748	0.16519148	0.24575184	0.273486484	0.33118181
GOLT1B_8738	1.875358457	1.178129208	1.171432425	1.349513056
FKBP4_8649	2.456451621	2.428348356	2.515307045	2.58818491
PKIB_33180	0.084958794	0.05261358	0.059002276	0.151326404
CREBBP_8379	0.382155076	0.290250552	0.273486484	0.564840192
PPARG_9539	0	0	0	0
OLFM1_32405	0.382155076	0.152412305	0.059002276	0.37284833
PTPRB_32629	1.670689932	0.738601744	0.808517931	0.91435065
SORBS3_9916	2.011807736	1.291923003	2.046449307	1.854912604
MTHFD2_9261	0.382155076	0.05261358	0.222780195	0.491080304
PRKAB1_9560	0	0	0	0
FAIM_8596	2.820841616	2.303653098	2.461651095	2.284115064
TP53INP2_32755	1.18510941	0.738601744	1.197926551	1.023023939
NOSIP_9346	0.510559049	0.199836801	0.415716035	0.452736243
TMEM50A_10046	6.073804098	5.923324229	5.771949429	5.785348413
FPGS_8664	1.432108771	0.861658709	1.274609041	0.996613377
NDRG1_32364	0	0	0	0
RAMP2_32728	4.23521309	3.856247145	3.526038542	3.403877523
CYP2C23_32352	8.199551955	7.68849102	8.304199836	7.739702553
SMAD3_9891	0.570715087	0.24575184	0.273486484	0.668857732
SESN1_9816	0.313396542	0.531773458	0.322470949	0.734256932
IPO13_8908	1.331382002	1.291923003	0.84250131	1.349513056
PFN2_9464	0.789010842	1.028554262	0.875702582	1.023023939
HHATL_32722	0	0	0	0
BAK1_33110	1.922290173	1.356126012	1.274609041	1.469594884
TCTA_9995	0.084958794	0.199836801	0.115686032	0
LOC501038_9126	0	0	0	0
MRPL12_9245	4.173506652	3.016878175	3.655939113	3.785716364
COX8B_32651	0	0	0	0.052225782
YME1L1_32545	5.905905335	5.477926261	5.497174408	5.513439869
PTK2B_9614	0	0	0	0
RPL19_9731	9.529941524	8.764889828	9.129411855	9.349558847
RAB4A_9643	2.795856235	2.346426949	2.417241574	2.358592066
CYTB_32443	8.212885684	7.723139395	7.859385429	7.832685563
KLHDC2_8970	3.872624453	3.683509122	3.478202073	3.618260667
SLC25A13_9850	7.446920324	7.400508894	7.321614604	7.374722388
SPP2_32854	0.382155076	0.531773458	0.738051098	0.701927879
NUCB2_9374	7.490881436	6.815217094	6.890417685	7.248903867
AEN_7998	1.585777749	1.495676312	1.461158173	1.598119648
BDH1_8139	7.762365311	7.114516509	7.532778719	7.505447781
OTC_9401	8.055020595	7.32665726	8.066321884	7.862698894
CPAMD8_8368	7.70186671	7.323984317	7.55920389	7.330139265
LSM3_33166	2.718193939	2.367347518	2.336075409	2.477950899
TFAM_33077	1.296180571	1.002044897	1.323556045	1.488671564
TRDN_32435	0	0	0	0
TRIB3_10079	1.14610054	1.55158466	1.274609041	1.526084454
